Item Type,Publication Year,Author,Title,Publication Title,Pages,Volume,First Author Last Name,First Author First Name
journalArticle,2005,"Stoner, Kathryn E; Riba-Hernández, Pablo; Lucas, Peter W",Comparative use of color vision for frugivory by sympatric species of platyrrhines,American Journal of Primatology,399-409,67,Stoner,Kathryn E
journalArticle,2000,"Storey, A; Walsh, C; Quinton, R; Wynne-Edwards, K",Hormonal correlates of paternal responsiveness in new and expectant fathers,Evolution and Human Behavior,79-95,21,Storey,A
journalArticle,2007,"Storfer, A; Murphy, M A; Evans, J S; Goldberg, C S; Robinson, S; Spear, S F; Dezzani, R; Delmelle, E; Vierling, L; Waits, L P",Putting the 'landscape' in landscape genetics,Heredity,128-142,98,Storfer,A
journalArticle,2010,"Storfer, Andrew; Murphy, Melanie A; Spear, Stephen F; Holderegger, Rolf; Waits, Lisette P",Landscape genetics: Where are we now?,Molecular Ecology,3496-3514,19,Storfer,Andrew
journalArticle,2001,"Storz, J F; Ramakrishnan, U; Alberts, Susan C",Determinants of effective population size for loci with different modes of inheritance,Journal of Heredity,497-502,92,Storz,J F
journalArticle,1999,"Storz, Jay",Genetic consequences of mammalian social structure,Journal of Mammalogy,553-569,80,Storz,Jay
journalArticle,2021,"Storz, Jay F; Cheviron, Zachary A",Physiological genomics of adaptation to high-altitude hypoxia,Annual Review of Animal Biosciences,149-171,9,Storz,Jay F
journalArticle,2010,"Storz, Jay F; Scott, Graham R; Cheviron, Zachary A",Phenotypic plasticity and genetic adaptation to high-altitude hypoxia in vertebrates,The Journal of Experimental Biology,4125-4136,213,Storz,Jay F
journalArticle,2002,"Storz, Jay; Beaumont, Mark; Alberts, Susan C",Genetic evidence for long-term population decline in a savannah-dwelling primate: Inferences from a hierarchical Bayesian model,Molecular Biology and Evolution,1981-1990,19,Storz,Jay
journalArticle,2002,"Storz, Jay; Ramakrishnan, Uma; Alberts, Susan C",Genetic effective size of a wild primate population: Influences of current and historical demography,Evolution,817-829,56,Storz,Jay
journalArticle,1992,"Stotz, D F",Buff-throated saltator eats army ants,The Wilson Bulletin,373-374,104,Stotz,D F
journalArticle,2002,"Stoye, Jonathan",An intracellular block to primate lentivirus replication,Proceedings of the National Academy of Sciences USA,11549-11551,99,Stoye,Jonathan
journalArticle,1999,"Strait, D S; Wood, B A",Early hominid biogeography,Proceedings of the National Academy of Sciences USA,9196-9200,96,Strait,D S
journalArticle,2009,"Strait, David S; Weber, Gerhard W; Neubauer, Simon; Chalk, Janine; Richmond, Brian G; Lucas, Peter W; Spencer, Mark A; Schrein, Caitlin; Dechow, Paul C; Ross, Callum F; Grosse, Ian R; Wright, Barth W; Constantino, Paul; Wood, Bernard A; Lawn, Brian; Hylander, William L; Wang, Qian; Byron, Craig; Slice, Dennis E; Smith, Amanda L",The feeding biomechanics and dietary ecology of Australopithecus africanus.,Proceedings of the National Academy of Sciences USA,2124-2129,106,Strait,David S
journalArticle,1997,"Strait, S",Tooth Use and the Physical Properties of Food,Evolutionary Anthropology,199-211,??,Strait,S
journalArticle,2007,"Strand, A E; Niehaus, J M","KERNELPOP, a spatially explicit population genetic simulation engine",Molecular Ecology Notes,969-973,7,Strand,A E
journalArticle,2015,"Strandburg-Peshkin, Adriana; Farine, Damien R; Couzin, Iain D; Crofoot, Margaret C",Shared decision-making drives collective movement in wild baboons,Science,1358-1361,348,Strandburg-Peshkin,Adriana
journalArticle,2017,"Strandburg-Peshkin, Ariana; Farine, Damien R; Crofoot, Margaret C; Couzin, Iain D",Habitat and social factors shape individual decisions and emergent group structure during baboon collective movement,eLife,e19505,6,Strandburg-Peshkin,Ariana
journalArticle,2013,"Strandburg-Peshkin, Ariana; Twomey, Colin R; Bode, Nikolai WF; Kao, Albert B; Katz, Yael; Ioannou, Christos C; Rosenthal, Sara B; Torney, Colin J; Wu, Hai Shan; Levin, Simon A; Couzin, Iain D",Visual sensory networks and effective information transfer in animal groups,Current Biology,R709-R711,23,Strandburg-Peshkin,Ariana
journalArticle,2007,"Stranger, Barbara E; Nica, Alexandra C; Forrest, Matthew S; Dimas, Antigone; Bird, Christine P; Beazley, Claude; Ingle, Catherine E; Dunning, Mark; Flicek, Paul; Koller, Daphne; Montgomery, Stephen; Tavaré, Simon; Deloukas, Panos; Dermitzakis, Emmanouil T",Population genomics of human gene expression,Nature Genetics,1217-1224,39,Stranger,Barbara E
journalArticle,1987,"Strasser, E; Delson, E",Cladistic analysis of cercopithecid relationships,Journal of Human Evolution,81-99,16,Strasser,E
bookSection,2000,"Strassman, Beverly I","Chapter 3: Polygyny, family structure, and child mortality: A prospective study among the Dogon of Mali",Adaptation and Human Behavior,49-67,,Strassman,Beverly I
journalArticle,1998,"Strassmann, BI; Clarke, AL",Ecological constraints on marriage in rural Ireland,Evolution and Human Behavior,33-55,19,Strassmann,BI
journalArticle,2011,"Strassmann, Joan E; Page Jr, Robert E; Robinson, Gene E; Seeley, Thomas D",Kin selection and eusociality,Nature,E5-E6,471,Strassmann,Joan E
journalArticle,2014,"Strassmann, Joan E; Queller, David C","Hamiltonian biology, from microbes to god",Animal Behaviour,239-240,92,Strassmann,Joan E
journalArticle,2014,"Strassmann, Joan E; Queller, David C",Privatization and property in biology,Animal Behaviour,305-311,92,Strassmann,Joan E
journalArticle,2011,"Strassmann, Joan E; Queller, David C",How social evolution theory impacts our understanding of development in the social amoeba Dictyostelium: Dictyostelium social evolution,"Development, Growth & Differentiation",597-607,53,Strassmann,Joan E
journalArticle,1991,"Straumann, Christophe; Anderson, James",Mirror-induced social facilitation in stumptailed macaques (Macaca arctoides),American Journal of Primatology,125-132,25,Straumann,Christophe
bookSection,2008,"Strauss, James H; Strauss, Ellen G",The structure of viruses,Viruses and Human Disease,35-62,,Strauss,James H
bookSection,2008,"Strauss, James H; Strauss, Ellen G",Emerging and reemerging viral diseases,Viruses and Human Disease,325-343,,Strauss,James H
journalArticle,1979,"Strayer, F",Social cohesion among captive squirrel monkeys (Samiri sciureus),Behavioural Ecology and Sociobiology,93-110,5,Strayer,F
journalArticle,1975,"Strayer, F F; Taylor, M; Yanciw, P",Group composition effects on social behaviour of captive squirrel monkeys (Saimiri sciureus),Primates,253-260,16,Strayer,F F
journalArticle,1975,"Strayer, FF; Taylor, M; Yanciw, P",Group composition effects on social behavior of captive squirrel monkeys (Saimiri sciureus).,Primates,253-260,16,Strayer,FF
journalArticle,2017,"Street, Sally E; Navarrete, Ana F; Reader, Simon M; Laland, Kevin N","Coevolution of cultural intelligence, extended life history, sociality, and brain size in primates",Proceedings of the National Academy of Sciences,7908-7914,114,Street,Sally E
journalArticle,2003,"Streeter, S",Waist–hip ratio and attractiveness New evidence and a critique of “a critical test”,Evolution and Human Behavior,88-98,24,Streeter,S
journalArticle,2007,"Stremlau, Matthew",Why Old World monkeys are resistant to HIV-1,Science,1565-1566,318,Stremlau,Matthew
journalArticle,2015,"Strickler, Katherine M; Fremier, Alexander K; Goldberg, Caren S","Quantifying effects of UV-B, temperature, and pH on eDNA degradation in aquatic microcosms",Biological Conservation,85-92,183,Strickler,Katherine M
journalArticle,1991,"Striedter, G; Northcutt, R",Biological hierarchies and the concept of homology,"Brain, Behavior and Evolution",177-189,38,Striedter,G
journalArticle,1993,"Strier, K",Menu for a monkey,Natural History,33-43,102,Strier,K
journalArticle,1987,"Strier, K",Demographic patterns in one group of muriquis,Primate Conservation,73-74,8,Strier,K
journalArticle,2008,"Strier, K",The effects of kin on primate life histories,Annual Review of Anthropology,21-36,37,Strier,K
journalArticle,2000,"Strier, K",A view on the science: Physical anthropology at the millennium,American Journal of Physical Anthropology,291-295,112,Strier,K
journalArticle,1992,"Strier, K",Atelinae adaptations: Behavioral strategies and ecological constraints,American Journal of Physical Anthropology,515-524,88,Strier,K
journalArticle,1994,"Strier, K",Myth of the typical primate,Yearbook of Physical Anthropology,233-271,37,Strier,K
journalArticle,1996,"Strier, K",Male reproductive strategies in new world primates,Human Nature,105-123,7,Strier,K
journalArticle,1991,"Strier, K","Demography and conservation of an endangered primate, Brachyteles arachnoides</i>",Conservation Biology,214-218,5,Strier,K
journalArticle,1987,"Strier, K","Activity budgets of woolly spider monkeys, or muriquis (Brachyteles arachnoides</i>)",American Journal of Primatology,385-395,13,Strier,K
journalArticle,1989,"Strier, K",Effects of patch size on feeding associations in muriquis (Brachyteles arachnoides</i>),Folia Primatologica,70-77,52,Strier,K
journalArticle,2000,"Strier, K",Population viabilities and conservation implications for muriquis (Brachyteles arachnoides</i>) in Brazil's Atlantic Forest,Biotropica,903-913,32,Strier,K
journalArticle,1987,"Strier, K","Ranging behavior of woolly spider monkeys, or muriquis, Brachyteles arachnoides</i>",International Journal of Primatology,575-591,8,Strier,K
bookSection,1996,"Strier, K",Reproductive ecology of female muriquis (<i>Brachyteles arachnoides</i>),Adaptive Radiations of Neotropical Primates,511-532,,Strier,K
journalArticle,1997,"Strier, K",Behavioral ecology and conservation biology of primates and other animals,Advances in the Study of Behaviour,101-158,26,Strier,K
journalArticle,2006,"Strier, K B; Boubli, J P; Pontual, F B; Mendes, S L",Human dimensions of northern muriqui conservation efforts,Ecological and Environmental Anthropology (University of Georgia),6,,Strier,K B
journalArticle,1986,"Strier, K; de Mello, M",Reprodução de Brachyteles arachnoides</i> (Primates: Cebidae),A Primatologia no Brasil,163-175,2,Strier,K
journalArticle,1999,"Strier, K; Ziegler, T; Wittwer, D",Seasonal and social correlates of fecal testosterone and cortisol levels in wild male muriquis (<i>Brachyteles arachnoides</i>),Hormones and Behavior,125-134,35,Strier,K
journalArticle,1991,"Strier, Karen","Diet in one group of woolly spider monkeys, or muriquis (Brachyteles arachnoides</i>)",American Journal of Primatology,113-126,23,Strier,Karen
journalArticle,1997,"Strier, Karen B",Mate preferences of wild muriqui monkeys (<i>Brachyteles arachnoides</i>): Reproductive and social correlates,Folia Primatologica,120-133,68,Strier,Karen B
journalArticle,1994,"Strier, Karen B","Brotherhoods among atelins: Kinship, affiliation, and competition",Behaviour,151–167,130,Strier,Karen B
journalArticle,2021,"Strier, Karen B",The limits of resilience,Primates,861-868,62,Strier,Karen B
bookSection,1993,"Strier, Karen B",Chapter 10: Growing up in a patrifocal society: Sex differences in the spatial relations of immature muriquis,"Juvenile Primates: Life History, Development, and Behavior",138-147,,Strier,Karen B
journalArticle,2011,"Strier, Karen B",Why anthropology needs primatology,General Anthropology,1–8,18,Strier,Karen B
journalArticle,2003,"Strier, Karen B",Primate behavioral ecology: From ethnography to ethology and back,American Anthropologist,16–27,105,Strier,Karen B
journalArticle,2000,"Strier, Karen B",Population Viabilities and Conservation Implications for Muriquis (Brachyteles arachnoids) in Brazil's Atlantic Forest1,Biotropica,903-913,32,Strier,Karen B
journalArticle,2018,"Strier, Karen B",Primate social behavior,American Journal of Physical Anthropology,801-812,165,Strier,Karen B
bookSection,1997,"Strier, Karen B",Subtle cues of social relations in male muriqui monkeys (<i>Brachyteles arachnoides</i><i>),"New World Primates: Ecology, Evolution, and Behavior",109-118,,Strier,Karen B
journalArticle,2009,"Strier, Karen B",Seeing the forest through the seeds: Mechanisms of primate behavioral diversity from individuals to populations and beyond,Current Anthropology,213-228,50,Strier,Karen B
bookSection,1992,"Strier, Karen B","Causes and consequences of nonaggression in the woolly spider monkey, or muriqui (<i>Brachyteles arachnoides</i>)",Aggression and Peacefulness in Humans and Other Primates,100-116,,Strier,Karen B
bookSection,2014,"Strier, Karen B","Northern muriqui monkeys: Behavior, demography, and conservation",Primates and Cetaceans: Field Studies and Conservation of Complex Mammalian Societies,233-247,,Strier,Karen B
journalArticle,2006,"Strier, Karen B; Alberts, Susan C; Wright, Patricia C; Altmann, Jeanne; Zeitlyn, David",Primate life-history databank: Setting the agenda,Evolutionary Anthropology,44-46,15,Strier,Karen B
journalArticle,2010,"Strier, Karen B; Altmann, Jeanne; Brockman, Diane K; Bronikowski, Anne M; Cords, Marina; Fedigan, Linda M; Lapp, Hilmar; Liu, Xianhua; Morris, William F; Pusey, Anne E; Stoinski, Tara S; Alberts, Susan C",The primate life history database: A unique shared ecological data resource,Methods in Ecology and Evolution,199-211,1,Strier,Karen B
journalArticle,2006,"Strier, Karen B; Boubli, Jean P; Possamai, Carla B; Mendes, Sérgio L","Population demography of Northern muriquis (<i>Brachyteles hypoxanthus</i>) at the Estação Biológica de Caratinga/Reserva particular do Patrimônio Natural-Felìciano Miguel Abdala, Minas Gerais, Brazil",American Journal of Physical Anthropology,227-237,130,Strier,Karen B
journalArticle,2011,"Strier, Karen B; Chaves, Paulo B; Mendes, Sérgio L; Fagundes, Valéria; Di Fiore, Anthony","Low paternity skew and the influence of maternal kin in an egalitarian, patrilocal primate",Proceedings of the National Academy of Sciences USA,18915-18919,108,Strier,Karen B
journalArticle,2002,"Strier, Karen B; Dib, L T; Figueira, J E C",Social dynamics of male muriquis (<i>Brachyteles arachnoides hypoxanthus</i>),Behaviour,315-342,139,Strier,Karen B
journalArticle,2012,"Strier, Karen B; Ives, Anthony R",Unexpected demography in the recovery of an endangered primate population,PLoS ONE,e44407,7,Strier,Karen B
journalArticle,2014,"Strier, Karen B; Lee, Phyllis C; Ives, Anthony R",Behavioral flexibility and the evolution of primate social states,PLoS ONE,e114099 (14 pages),9,Strier,Karen B
journalArticle,2003,"Strier, Karen B; Lynch, Jessica W; Ziegler, Toni E",Hormonal changes during the mating and conception seasons of wild northern muriquis (Brachyteles arachnoides</i> hypoxanthus),American Journal of Primatology,85-99,61,Strier,Karen B
journalArticle,1993,"Strier, Karen B; Mendes, Francisco D C; Rímoli, José; Rímoli, Adriana O",Demography and social structure of one group of muriquis (Brachyteles arachnoides),International Journal of Primatology,513-526,14,Strier,Karen B
bookSection,2012,"Strier, Karen B; Mendes, Sérgio L",The northern muriqui (<i>Brachyteles hypoxanthus</i>): Lessons on behavioral plasticity and population dynamics from a critically endangered species,Long-Term Field Studies of Primates,125-140,,Strier,Karen B
journalArticle,2001,"Strier, Karen B; Mendes, Sergio L; Santos, R R",Timing of births in sympatric brown howler monkeys (<i>Alouatta fusca clamitans</i>) and northern muriquis (<i>Brachyteles arachnoides hypoxanthus</i>),American Journal of Primatology,87-100,55,Strier,Karen B
journalArticle,2001,"Strier, Karen B; Mendes, Sergio L; Santos, Rogerio R",Timing of births in sympatric brown howler monkeys (Alouatta fusca clamitans) and northern muriquis (Brachyteles arachnoides hypoxanthus),American Journal of Primatology,87-100,55,Strier,Karen B
journalArticle,2017,"Strier, Karen B; Possamai, Carla B; Tabacow, Fernanda P; Pissinatti, Alcides; Lanna, Andre M; Rodrigues de Melo, Fabiano; Moreira, Leandro; Talebi, Maurício; Breves, Paula; Mendes, Sérgio L; Jerusalinsky, Leandro",Demographic monitoring of wild muriqui populations: Criteria for defining priority areas and monitoring intensity,PLOS ONE,e0188922 (14 pages),12,Strier,Karen B
journalArticle,2000,"Strier, Karen B; Ziegler, Toni E","Lack of pubertal influences on female dispersal in muriqui monkeys, <i>Brachyteles arachnoides</i>",Animal Behaviour,849-860,59,Strier,Karen B
journalArticle,1997,"Strier, Karen B; Ziegler, Toni E","Behavioral and endocrine characteristics of the reproductive cycle in wild muriqui monkeys, <i>Brachyteles arachnoides</i>",American Journal of Primatology,299-310,42,Strier,Karen B
journalArticle,2005,"Strier, Karen B; Ziegler, Toni E",Variation in the resumption of cycling and conception by fecal androgen and estradiol levels in female Northern Muriquis (Brachyteles hypoxanthus),American Journal of Primatology,69-81,67,Strier,Karen B
journalArticle,1994,"Strier, Karen B; Ziegler, Toni E",Insights into ovarian function in wild muriqui monkeys (<i>Brachyteles arachnoides</i>),American Journal of Primatology,31-40,32,Strier,Karen B
journalArticle,1999,"Strier, Karen B; Ziegler, Toni E; Wittwer, Daniel J",Seasonal and Social Correlates of Fecal Testosterone and Cortisol Levels in Wild Male Muriquis (Brachyteles arachnoides),Hormones and Behavior,125-134,35,Strier,Karen B
journalArticle,1999,"Strier, KB",Predicting primate responses to “stochastic” demographic events,Primates,131-142,40,Strier,KB
journalArticle,1996,"Strimmer, K; von Haeseler, A",Quartet puzzling: A quartet maximum-likelihood method for reconstructing tree topologies,Molecular Biology and Evolution,964-969,13,Strimmer,K
journalArticle,2001,"Strimmer, Korbinian; Pybus, Oliver G",Exploring the Demographic History of DNA Sequences Using the Generalized Skyline Plot,Molecular Biology and Evolution,2298-2305,18,Strimmer,Korbinian
journalArticle,2014,"Stringer, Andrew Paul; Linklater, Wayne",Everything in moderation: Principles of parasite control for wildlife conservation,BioScience,932-937,64,Stringer,Andrew Paul
journalArticle,2000,"Stringer, C",Coasting out of Africa,Nature,24-27,405,Stringer,C
newspaperArticle,2003,"Stringer, Chris",Out of Ethiopia,Nature,692-695,,Stringer,Chris
journalArticle,2012,"Stringer, Chris",The status of Homo heidelbergensis (Schoetensack 1908),Evolutionary Anthropology,101-107,21,Stringer,Chris
journalArticle,2018,"Stringer, Chris; Galway-Witham, Julia",When did modern humans leave Africa?,Science,389-390,359,Stringer,Chris
journalArticle,2007,"Štrkalj, Goran",The status of the race concept in contemporary biological anthropology: A review,The Anthropologist,73-78,9,Štrkalj,Goran
journalArticle,2018,"Stroeymeyt, Nathalie; Grasse, Anna V; Crespi, Alessandro; Mersch, Danielle P; Cremer, Sylvia; Keller, Laurent",Social network plasticity decreases disease transmission in a eusocial insect,Science,941-945,362,Stroeymeyt,Nathalie
journalArticle,1992,"Strong, Donald R",Are trophic cascades all wet? Differentiation and donor-control in speciose ecosystems,Ecology,747-754,73,Strong,Donald R
journalArticle,1980,"Struhsaker, Thomas T","Comparison of the behavior and ecology of red colobus and redtail monkeys in the Kibale Forest, Uganda",African Journal of Ecology,33-51,18,Struhsaker,Thomas T
journalArticle,1967,"Struhsaker, Thomas T","Ecology of vervet monkeys (Cercopithecus aethiops) in the Masai-Amboseli game reserve, Kenya",Ecology,891-904,48,Struhsaker,Thomas T
journalArticle,1969,"Struhsaker, Thomas T",Correlates of ecology and social organization among African cercopithecines,Folia Primatologica,80-118,11,Struhsaker,Thomas T
journalArticle,1974,"Struhsaker, Thomas T",Correlates of ranging behavior in a group of red colobus monkeys (Colobus badius tephrosceles),American Zoologist,177-184,14,Struhsaker,Thomas T
journalArticle,2008,"Struhsaker, Thomas T",Demographic variability in monkeys: Implications for theory and conservation,International Journal of Primatology,19-34,29,Struhsaker,Thomas T
journalArticle,1967,"Struhsaker, Thomas T",Social structure among vervet monkeys (Cercopithecus aethiops),Behaviour,83-121,29,Struhsaker,Thomas T
journalArticle,1981,"Struhsaker, Thomas T","Vocalizations, phylogeny and palaeogeography of red colobus monkeys (Colobus badius)",African Journal of Ecology,265-283,19,Struhsaker,Thomas T
journalArticle,1985,"Struhsaker, Thomas T; Leland, L",Infanticide in a patrilineal society of red colobus,Zeitschrift für Tierpsychologie,89-132,69,Struhsaker,Thomas T
journalArticle,1979,"Struhsaker, Thomas T; Leland, L; Rosenblatt, J; Hinde, R; Shaw, E; Beer, C; Busnel, M","Socioecology of five sympatric monkey species in the Kibale Forest, Uganda",Advances in the Study of Behaviour,159-229,9,Struhsaker,Thomas T
bookSection,1987,"Struhsaker, Thomas T; Leland, Lysa",Chapter 8: Colobines: Infanticide by adult males,Primate Societies,83-97,,Struhsaker,Thomas T
journalArticle,1991,"Struhsaker, Thomas T; Pope, T",Mating system and reproductive success: A comparison of two African forest monkeys (Colobus badius and Cercopithecus ascanius),Behaviour,182-205,117,Struhsaker,Thomas T
journalArticle,1998,"Struhsaker, TT",A biologist's perspective on the role of sustainable harvest in conservation,Conservation Biology,930-932,12,Struhsaker,TT
journalArticle,1976,"Strum, S",Primate predation and Bioenergetics,Science,314-317,191,Strum,S
journalArticle,1991,"Strum, S",Weight and age in wild olive baboons,American Journal of Primatology,219-237,25,Strum,S
journalArticle,1983,"Strum, S",Use of females by male baboons (Papio anubis),American Journal of Primatology,93-109,5,Strum,S
journalArticle,1982,"Strum, S",Agonistic dominance in male baboons: An alternative view,International Journal of Primatology,175-202,3,Strum,S
journalArticle,1994,"Strum, S",Reconciling aggression and social manipulation as a measure of competition. 1. Life-history perspective,International Journal of Primatology,739-766,15,Strum,S
journalArticle,1975,"Strum, S",Life with the Pumphouse Gang: New insights into baboon behavior,National Geographic,672-691,147,Strum,S
bookSection,2000,"Strum, S C; Fedigan, L M",Changing views of primate society: A situated North American view,"Primate Encounters: Models of Science, Gender, and Society",Mar-49,,Strum,S C
journalArticle,2019,"Strum, Shirley C",Why natural history is important to (primate) science: A baboon case study,International Journal of Primatology,596-612,40,Strum,Shirley C
bookSection,1991,"Strum, Shirley S; Latour, Bruno",Redefining the social link: From baboons to humans,Primate Politics,73-85,,Strum,Shirley S
journalArticle,2002,"Stuart, Gary W; Moffett, Karen; Leader, Jeffery J",A comprehensive vertebrate phylogeny using vector representations of protein sequences from whole genomes,Molecular Biology and Evolution,554-562,19,Stuart,Gary W
journalArticle,1998,"Stuart, M",Parasites of wild howlers (Alouatta spp.),International Journal of Primatology,493-511,19,Stuart,M
journalArticle,1995,"Stuart, Michael D; Strier, Karen B",Primates and parasites: A case for a multidisciplinary approach,International Journal of Primatology,577-593,16,Stuart,Michael D
journalArticle,1991,"Stuart, Robin",Kin recognition as a functional concept,Animal Behaviour,1093-1094,41,Stuart,Robin
journalArticle,2004,"Stuart, Simon; Chanson, Janice; Cox, Neil; Young, Bruce; Rodrigues, Ana; Fischman, Debra; Waller, Robert",Status and trends of amphibian declines and extinctions worldwide,Science,1783-1786,306,Stuart,Simon
journalArticle,1985,"Studd, Micheal V; Robertson, Raleigh J",Evidence for reliable badges of status in territorial yellow warblers (Dendroica petechia),Animal Behaviour,1102-1113,33,Studd,Micheal V
journalArticle,2011,"Stuglik, Michał T; Radwan, Jacek; Babik, Wiesław",jMHC: Software assistant for multilocus genotyping of gene families using next‐generation amplicon sequencing,Molecular Ecology Resources,739-742,11,Stuglik,Michał T
journalArticle,2021,"Stull, Kyra E; Bartelink, Eric J; Klales, Alexandra R; Berg, Gregory E; Kenyhercz, Michael W; L’Abbé, Ericka N; Go, Matthew C; McCormick, Kyle; Mariscal, Carlos","Commentary on: Bethard JD, DiGangi EA. Letter to the Editor—Moving beyond a lost cause: Forensic anthropology and ancestry estimates in the United States. J Forensic Sci. 2020;65(5):1791–2. doi: 10.1111/1556‐4029.14513.",Journal of Forensic Sciences,417-420,66,Stull,Kyra E
journalArticle,2016,"Stulp, Gert; Barrett, Louise",Evolutionary perspectives on human height variation: Evolution and human height,Biological Reviews,206-234,91,Stulp,Gert
journalArticle,2016,"Stulp, Gert; Sear, Rebecca; Barrett, Louise","The reproductive ecology of industrial societies, Part I: Why measuring fertility matters",Human Nature,422-444,27,Stulp,Gert
journalArticle,2018,"Stump, Simon Maccracken; Comita, Liza S",Interspecific variation in conspecific negative density dependence can make species less likely to coexist,Ecology Letters,1541-1551,21,Stump,Simon Maccracken
journalArticle,2020,"Stump, Simon Maccracken; Comita, Liza S",Differences among species in seed dispersal and conspecific neighbor effects can interact to influence coexistence,Theoretical Ecology,551-581,13,Stump,Simon Maccracken
journalArticle,2001,"Stumpf, M P H",Genealogical and Evolutionary Inference with the Human Y Chromosome,Science,1738-1742,291,Stumpf,M P H
journalArticle,2008,"Stumpf, R M; Emery Thompson, M; Knott, C D",A comparison of female mating strategies in Pan troglodytes and Pongo spp.,International Journal of Primatology,865-884,29,Stumpf,R M
journalArticle,2011,"Stumpf, Rebecca M; Martinez-Mota, Rodolfo; Milich, Krista M; Righini, Nicoletta; Shattuck, Milena R",Sexual conflict in primates,Evolutionary Anthropology,62-75,20,Stumpf,Rebecca M
journalArticle,2013,"Stumpf, Rebecca M; Wilson, Brenda A; Rivera, Angel; Yildirim, Suleyman; Yeoman, Carl J; Polk, John D; White, Bryan A; Leigh, Steven R",The primate vaginal microbiome: Comparative context and implications for human health and disease,American Journal of Physical Anthropology,119-134,152,Stumpf,Rebecca M
journalArticle,2010,"Stumpf, RM; Boesch, C","Male aggression and sexual coercion in wild West African chimpanzees, Pan troglodytes verus",Animal Behaviour,333-342,79,Stumpf,RM
journalArticle,2016,"Stumpf, RM; Gomez, A; Amato, KR; Yeoman, CJ; Polk, JD; Wilson, BA; Nelson, KE; White, BA; Leigh, SR","Microbiomes, metagenomics, and primate conservation: New strategies, tools, and applications",Biological Conservation,56-66,199,Stumpf,RM
journalArticle,2008,"Sturm, RA; Duffy, DL; Zhao, ZZ; Leite, FPN; Stark, MS; Hayward, NK; Martin, NG; Montgomery, GW",A single SNP in an evolutionary conserved region within intron 86 of the HERC2 gene determines human blue-brown eye color,The American Journal of Human Genetics,424-431,82,Sturm,RA
journalArticle,1991,"Stutchbury, Bridget",Floater behaviour and territory acquisition in male purple martins,Animal Behaviour,435-443,42,Stutchbury,Bridget
journalArticle,2015,"Stynoski, Jennifer L; Schulte, Lisa M; Rojas, Bibiana",Poison frogs,Current biology,R1026–R1028,25,Stynoski,Jennifer L
journalArticle,1999,"Su, B; Jin, L; Hu, F; Xiao, J; Luo, J; Lu, D; Zhang, W; Chu, J; Du, R; Geng, Z; Qiu, X; Xue, J; Tan, J; O'Brien, S J; Chakraborty, R",Distribution of two HIV-1-resistant polymorphisms (SDF1-3'A and CCR2-64I) in East Asian and world populations and its implication in AIDS epidemiology,American Journal of Human Genetics,1047-1053,65,Su,B
bookSection,2002,"Su, Xin-zhuan; Ferdig, Michael T",Microsatellite analysis in <i>Plasmodium falciparum</i>,Malaria Methods and Protocols,131-136,72,Su,Xin-zhuan
journalArticle,2016,"Su, Zheng; Zhang, Junjie; Kumar, Chanchal; Molony, Cliona; Lu, Hongchao; Chen, Ronghua; Stone, David J; Ling, Fei; Liu, Xiao",Species specific exome probes reveal new insights in positively selected genes in nonhuman primates,Scientific Reports,33876,6,Su,Zheng
journalArticle,1995,"Suárez, E; Stallings, J; Suárez, L",Small-mammal hunting by two ethnic groups in north-western Ecuador,Oryx,35-42,29,Suárez,E
journalArticle,2001,"Suarez, S",Feeding patch choice in free-ranging Ateles belzebuth belzebuth: Implications for cognitive foraging skills,American Journal of Primatology,41,54,Suarez,S
journalArticle,2002,"Suarez, S",Behavioral ecology of the white-bellied spider monkey (Ateles belzebuth belzebuth) in eastern Ecuador,American Journal of Primatology,41-42,57,Suarez,S
journalArticle,2006,"Suarez, Scott","Diet and travel costs for spider monkeys in a nonseasonal, hyperdiverse environment",International Journal of Primatology,411-436,27,Suarez,Scott
journalArticle,2013,"Suarez, Scott A; Karro, John; Kiper, James; Farler, David; McElroy, Blaine; Rogers, Benjamin C; Stockwell, Ben; Young, Taylor",A comparison of computer-generated and naturally occurring foraging patterns in route-network-constrained spider monkeys,American Journal of Primatology,460-471,76,Suarez,Scott A
journalArticle,2004,"Subiaul, Francys; Cantlon, Jessica F; Holloway, Ralph L; Terrace, Herbert S",Cognitive imitation in rhesus macaques,Science,407-410,305,Subiaul,Francys
journalArticle,2001,"Subramanian, S",Malarial origins,Genome Biology,reports0036,2,Subramanian,S
journalArticle,2003,"Subramanian, Subbaya; Mishra, Rakesh K; Singh, Lalji",Genome-wide analysis of microsatellite repeats in humans: Their abundance and density in specific genomic regions,Genome Biology,R13,4,Subramanian,Subbaya
journalArticle,2016,"Suchak, Malini; Eppley, Timothy M; Campbell, Matthew W; Feldman, Rebecca A; Quarles, Luke F; de Waal, Frans B M",How chimpanzees cooperate in a competitive world,Proceedings of the National Academy of Sciences,10215-10220,113,Suchak,Malini
journalArticle,2016,"Suchan, Tomasz; Pitteloud, Camille; Gerasimova, Nadezhda S; Kostikova, Anna; Schmid, Sarah; Arrigo, Nils; Pajkovic, Mila; Ronikier, Michał; Alvarez, Nadir","Hybridization capture using RAD probes (hyRAD), a new tool for performing genomic analyses on collection specimens",PLoS ONE,e0151651,11,Suchan,Tomasz
